"path","name","code","price","headline","caption","abstract","explanation","additional1","taxable","point-code","sale-limit","jan","delivery","astk-code","condition","taojapan","product-category","display","sort","item-image-urls"
"マヌカハニー","マヌカヘルス マヌカハニー　MGO 400+ 1000g (1kg)","MHMGO4001000","15100","最後の1個になりました、今後は手に入りません","内容量：1000g　<br>
原産地：ニュージーランド <Br>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。
<br><br>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","","MGO 400+ マヌカハニーは、ある種のマヌカハニーのみに多量に含まれる天然成分の食用メチルグリオキサルが1ｋｇ中に少なくとも400mg含有されていることを表示しています。
ドイツのドレスデン大学の試験によると１ｋｇ中に100mgの食用メチルグリオキサルが含まれていれば健康に役立つということが証明されました。","","0","","1","","1","0","0","1","21368","1","11","https://item-shopping.c.yimg.jp/i/l/pns_mhmgo4001000;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","マヌカヘルス マヌカハニー　MGO 400+ 500g ２個セット　送料無料/運送状番号付 き/産地直送","MGO4005002","14480","ニュージーランド産","内容量：500g ２個セット<BR>
原産地：ニュージーランド <BR><BR>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。 
<BR><BR>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","","MGO 400+ マヌカハニーは、ある種のマヌカハニーのみに多量に含まれる天然成分の食用メチルグリオキサルが1ｋｇ中に少なくとも400mg含有されていることを表示しています。
ドイツのドレスデン大学の試験によると１ｋｇ中に100mgの食用メチルグリオキサルが含まれていれば健康に役立つということが証明されました。","弊社の商品は個人輸入商品ですので消費税は免除となっております。但し、合計金額が16,666円を超えますと消費税・関税が掛かり、お客様のご負担になる可能性があります。","0","1","1","9421023620074","1","0","0","1","1304","1","12","https://item-shopping.c.yimg.jp/i/l/pns_mgo4005002;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","マヌカヘルス マヌカハニー  MGO550+ 500g　２個セット 送料無料/運送状番号付き/産地直送","MGO5505002","16500","産地のニュージーランドから直送致します。","内容量：500g ２個セット　<br>
原産地：ニュージーランド <Br>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。
<br><br>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","通常ご注文をいただいてから３～１０日以内でお届けいたします。","ニュージーランド・マヌカヘルス社のマヌカハニー MGO550+ 500gです。

マヌカハニーは、ニュージーランドの原生の植物であるマヌカの花の蜜から採れる蜂蜜のことで、たんぱく質やミネラル、ビタミンが豊富で、自然の抗菌作用があり、免疫力を高める効果があると言われています。特に、ピロリ菌除去・歯周病菌除去・抗菌作用などが期待できます。

MGO550+とは、マヌカハニー1kg中に抗菌活性作用をもたらす物質であるMGO（食物メチルグリオキサール）が550mg以上入っており、これはUMF25+相当とされています。","弊社の商品は個人輸入商品ですので消費税は免除となっております。但し、合計金額が16,666円を超えますと消費税・関税が掛かり、お客様のご負担になる可能性があります。","0","","1","","1","0","0","1","21368","0","13","https://item-shopping.c.yimg.jp/i/l/pns_mgo5505002;https://item-shopping.c.yimg.jp/i/l/pns_mgo5505002_1;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","マヌカヘルス マヌカハニー　MGO 400+  250g　2個セット","MGO4002502","7880","ニュージーランド産","内容量：250g 2個セット<br>
原産地：ニュージーランド <Br>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。
<br><br>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","","MGO 400+ マヌカハニーは、ある種のマヌカハニーのみに多量に含まれる天然成分の食用メチルグリオキサルが1ｋｇ中に少なくとも400mg含有されていることを表示しています。
ドイツのドレスデン大学の試験によると１ｋｇ中に100mgの食用メチルグリオキサルが含まれていれば健康に役立つということが証明されました。","弊社の商品は個人輸入商品ですので消費税は免除となっております。但し、合計金額が16,666円を超えますと消費税・関税が掛かり、お客様のご負担になる可能性があります。","0","1","1","9421023620067","1","0","0","1","21368","1","14","https://item-shopping.c.yimg.jp/i/l/pns_mgo4002502;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","マヌカヘルス マヌカハニー　MGO 550+ (MGO573+)  250g　２個セット　送料無料/運送状番号付 き/産地直送","MGO5502502","12950","ニュージーランド産","内容量：250g ２個セット　<br>
原産地：ニュージーランド <Br>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。
<br><br>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","","MGO 550+ マヌカハニーは、ある種のマヌカハニーのみに多量に含まれる天然成分の食用メチルグリオキサルが1ｋｇ中に少なくとも550mg含有されていることを表示しています。
ドイツのドレスデン大学の試験によると１ｋｇ中に100mgの食用メチルグリオキサルが含まれていれば健康に役立つということが証明されました。
MGO& 550+ マヌカハニーは、マヌカヘルス社の提供する最高レベルのメチルグリオキサルを含んでいます。","弊社の商品は個人輸入商品ですので消費税は免除となっております。但し、合計金額が16,666円を超えますと消費税・関税が掛かり、お客様のご負担になる可能性があります。","0","1","1","9421023620098","1","0","0","1","21368","1","15","https://item-shopping.c.yimg.jp/i/l/pns_mgo5502502;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","コンビタ マヌカハニーUMF5+（500g） ニュージーランド産マヌカはちみつ100％","CVUMF5500","4573","産地のニュージーランドから直送致します。","内容量：500g　<br>
原産地：ニュージーランド <Br>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。
<br><br>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","通常ご注文をいただいてから３～１０日以内でお届けいたします。","コンビタのマヌカハニーUMF5+は、ニュージーランドで製造され、独特の植物性フェノール類を含んでいます。コンビタのマヌカハニーUMF5+はUMF値5以上を保持しており、その数値は独立した検査機関により実証されています。
ニュージーランド産マヌカは、その健康維持という世界的にも有名になった特性により大切にされてきました。コンビタは、マヌカハニーUMFを生産する最大手メーカーです。
UMF は特別な抗菌作用を測定する「ユニークマヌカファクター」という単位を表しています。この抗菌作用はニュージーランド産のマヌカの木（ギョリュウバイ ）の花の蜜から採れるハニーに種々のレベルで含まれています。
UMF の後に続く数字は、一定単位のマヌカハニーに含まれるUMF作用の強さを表しています。UMFの数値が高いほど、抗菌力が強いのです。例えば、UMF 20+ のマヌカハニーはUMF 10+ のマヌカハニーの2倍の抗菌作用を持っています。","","1","","","9400501001116","1","0","0","1","21368","0","16","https://item-shopping.c.yimg.jp/i/l/pns_cvumf5500;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","マヌカハニーUMF10+ （250g） ニュージーランド産マヌカはちみつ100％","CVUMF5250","4268","産地のニュージーランドから直送致します。","内容量：500g　<br>
原産地：ニュージーランド <Br>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。
<br><br>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","通常ご注文をいただいてから３～１０日以内でお届けいたします。","コンビタのマヌカハニーUMF10+は、ニュージーランドで製造され、独特の植物性フェノール類を含んでいます。コンビタのマヌカハニーUMF10+はUMF値10以上を保持しており、その数値は独立した検査機関により実証されています。
ニュージーランド産マヌカは、その健康維持という世界的にも有名になった特性により大切にされてきました。コンビタは、マヌカハニーUMFを生産する最大手メーカーです。
マヌカハニーの中でもある特別なハニーにしかUMF作用は見られません。UMF〓 は特別な抗菌作用を測定する「ユニークマヌカファクター」という単位を表しています。この抗菌作用はニュージーランド産のマヌカの木（ギョリュウバイ）の花の蜜から採れるハニーに種々のレベルで含まれています。
UMF〓 の後に続く数字は、一定単位のマヌカハニーに含まれるUMF〓作用の強さを表しています。UMFの数値が高いほど、抗菌力が強いのです。例えば、UMF〓 20+ のマヌカハニーはUMF〓 10+ のマヌカハニーの2倍の抗菌作用を持っています。","","1","","","9400501001116","1","0","0","1","21368","0","17","https://item-shopping.c.yimg.jp/i/l/pns_cvumf5250;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","蜂の巣そのままのハチミツ　コームハニー","WTCOMB","3259","ニュージーランド産","内容量：340g <br>
原産地：ニュージーランド <Br>","","蜂の巣そのままのハチミツ
ニュージーランドの大自然が育んだ、濃厚な甘さがたまらないキラキラに黄金色に輝く本当にナチュラルな蜂蜜","","1","","","","1","0","0","1","1304","0","18","https://item-shopping.c.yimg.jp/i/l/pns_wtcomb;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF12+　250g ニュージーランド産マヌカはちみつ100％","GHMHUMF12250","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF12+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","19","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf12250;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF12+　500g ニュージーランド産マヌカはちみつ100％","GHMHUMF12500","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF12+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","20","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf12500;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF16+　500g ニュージーランド産マヌカはちみつ100％","GHMHUMF16500","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF16+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","21","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf16500;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF16+　250g ニュージーランド産マヌカはちみつ100％","GHMHUMF16250","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF16+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","22","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf16250;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF20+　250g ニュージーランド産マヌカはちみつ100％","GHMHUMF20250","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF20+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","23","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf20250;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF5+　250g ニュージーランド産マヌカはちみつ100％","GHMHUMF5250","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF5+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","24","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf5250;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF5+　500g ニュージーランド産マヌカはちみつ100％","GHMHUMF5500","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF5+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","25","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf5500;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF5+　1kg ニュージーランド産マヌカはちみつ100％","GHMHUMF51000","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF5+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","26","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf51000;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","Go healthy GOマヌカハニーUMF8+　500g ニュージーランド産マヌカはちみつ100％","GHMHUMF8500","10186","","","健康全般をサポートすると共に抗菌治癒作用も持っています。","GOマヌカハニーUMF8+ - 全体的な健康のために上質なサポートを。

服用量:大人：1日に小さじ2杯（10g）ずつ召し上がりください。

子ども(1歳以上）：1日に小さじ1杯（5g）ずつ召し上がりください。","","1","","","","1","0","0","1","21368","0","27","https://item-shopping.c.yimg.jp/i/l/pns_ghmhumf8500;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","マヌカヘルス マヌカハニー　MGO 250+(263+) 1000g (1kg)　送料無料/運送状番号付 き/産地直送","mgo2501000","11780","ニュージーランド産","内容量：1000g　<BR>
原産地：ニュージーランド 
<BR><BR>
使用方法：食事の30分前にスプーン1杯程度を体調に合わせて服用して下さい。また、コーヒーや紅茶などにも入れて召し上がれます。 
<BR><BR>
ご注意：　ハチミツは商品特性上、加熱処理しておりませんので、1歳未満の乳児には、与えないでください。白く結晶する事がありますが品質は変わりません。","通常ご注文をいただいてから１4日前後でお届けいたします。（年末年始は通常より配達にお時間がかかります。）","MGO 263+ マヌカハニーは、ある種のマヌカハニーのみに多量に含まれる天然成分の食用メチルグリオキサルが1ｋｇ中に少なくとも263mg含有されていることを表示しています。","弊社の商品は個人輸入商品ですので消費税は免除となっております。但し、合計金額が16,666円を超えますと消費税・関税が掛かり、お客様のご負担になる可能性があります。","0","1","1","9421023620692","1","0","0","1","21368","1","28","https://item-shopping.c.yimg.jp/i/l/pns_mgo2501000;;;;;;;;;;;;;;;;;;;;"
"マヌカハニー","ニュージーランド マヌカハニー UMF15+ 500g [並行輸入][送料無料]","MSUMF15-500","7900","","","高濃度・100％ニュージーランド産の蜂蜜マヌカハニー 
UMF15＋のマヌカハニー
","「高濃度・100％ニュージーランド産の蜂蜜マヌカハニー」 
環境汚染の少ないニュージーランドの一部に自生するマヌカの木。その花からミツバチが集めたハチミツです！ 
一般的な蜂蜜に比べ、高い抗菌活性力があるのが特徴。 
ニュージーランドでトップクラスの品質、NZヘルスフード社のマヌカハニー。 
内容量500g
NZヘルスフード社は常に品質の高い商品を生産するために品質管理制度(QMS) を導入しています。
品質管理制度(QMS) はニュージーランド食品安全局の基準に準拠しています。 
※蜂製品にアレルギーをお持ちの方の服用はご遠慮下さい","弊社の商品は個人輸入商品ですので消費税は免除となっております。但し、合計金額が16,666円を超えますと消費税・関税が掛かり、お客様のご負担になる可能性があります。","0","1","","","1","0","0","1","1304","0","29","https://item-shopping.c.yimg.jp/i/l/pns_msumf15-500;;;;;;;;;;;;;;;;;;;;"
